reading_id,device_id,timestamp,consumption,status,temp,pressure
d7264cf3-a1e9-4f79-8af3-517d931fcf3c,45a8df73-9368-4924-b40e-418f6ac9b0ea,2026-05-04 19:03:28.653172,1.9096,SIGNAL_LOSS,20,1.013
5da6240d-3c43-4b5c-8b15-c8f99273ae56,99779a9c-72b0-49cd-90c7-b12ab7cfc52a,2026-05-09 23:06:32.623169,3.37,SIGNAL_LOSS,20,1.013
a1d75347-cc6b-4155-9832-1352f579edea,0eb4b31e-64b1-4b02-8004-84b93b8d4f81,2026-05-04 05:35:31.516430,3.7646,SIGNAL_LOSS,20,1.013
1cd31bb8-ccc6-42eb-a77e-45312740077e,dcad21e0-3850-4074-b21b-a53431aa35f1,2026-05-06 18:08:38.890537,2.0663,SIGNAL_LOSS,20,1.013
c6a3bb46-9c16-41fe-b603-fbfc08a4828a,0920650d-4565-48d5-b09a-b9585cc7a07f,2026-05-01 15:58:46.952844,4.7253,OK,20,1.013
97ea36a3-10ac-4409-b608-b5fda36d57bc,d9bed9cb-706f-4d00-bca5-c64bfc705a17,2026-05-10 00:48:30.786570,1.8862,OK,20,1.013
c690caeb-2be1-4274-ad07-a029465341ab,1c813e36-e36f-4470-8e20-587efbeb9776,2026-05-05 15:39:01.242676,2.0516,SIGNAL_LOSS,20,1.013
072aac4f-6e68-41dd-bd53-90d60cc1b0d0,fae6596e-4767-45ab-bb9b-ed2858a065f9,2026-05-08 04:39:24.894425,1.6185,OK,20,1.013
d1bc60e2-c742-4944-bc5e-f365370a0109,23fe2926-7005-439d-b853-1574fee67ef2,2026-05-02 13:05:19.396829,4.5422,OK,20,1.013
bb6890b6-e004-428c-99c5-39d62f4760ed,8112e8ac-c098-41f2-baee-e37a133572d4,2026-05-03 07:46:24.619931,4.437,LOW_BATTERY,20,1.013
b2daced3-a3bb-4a3e-8808-a555fd0d72c3,58940a14-636a-46e8-9803-25524772cc7c,2026-05-07 03:41:39.787622,1.712,OK,20,1.013
5f1ce098-3588-4831-9faf-446b38efe5f6,adedd82f-5846-464b-884e-5a80c5691d9e,2026-05-09 00:36:13.025191,0.7588,LOW_BATTERY,20,1.013
b56d0867-a38c-44d0-98ee-633f172afd58,b9292903-008a-4bc8-bb5b-1d5ccb2776d9,2026-05-05 12:06:07.654019,2.4629,SIGNAL_LOSS,20,1.013
ae8851ba-9810-47f7-b8e8-4dc09d7e3116,a818cd6b-0d4d-4279-8cda-758a51b02d8b,2026-05-04 05:08:34.203190,3.5906,OK,20,1.013
bef9b860-b27e-4df3-b18d-510097d22336,5ac5a08a-66cc-43ad-b47d-cfdf97aff767,2026-05-07 17:03:42.512849,1.6126,OK,20,1.013
cd11f00c-54c8-4d07-9f97-c469fc59737a,4630d8e2-d898-4647-ae04-325a3aea1db1,2026-05-09 17:31:04.549070,1.6656,OK,20,1.013
3c8068d2-554f-4a3a-b1f2-65ddf86679f9,f264a0c0-65ea-44e5-bfd4-e9032ed35a5c,2026-05-05 21:35:52.883092,1.2243,OK,20,1.013
461953cc-1677-4225-970e-29e78e5fe928,02c55401-037f-4b34-8c25-4e7869e6c811,2026-05-08 22:12:43.356715,0.4252,SIGNAL_LOSS,20,1.013
4f98ae1b-1c95-4793-8db6-96d471cd66d9,a8e1fe59-7e9f-4d2c-a4a6-b47e996f0020,2026-05-03 13:36:30.990993,1.8487,OK,20,1.013
4d899e24-78a9-413b-a0a4-e527c7d40909,3e0dcd2b-6c8b-473b-a1de-68dcd813d0b3,2026-05-01 21:31:35.852680,0.352,SIGNAL_LOSS,20,1.013
e70ae26d-143a-42a4-8026-7cabc251c74d,6cfcf0a3-b697-4f5d-becd-ef7ae158bf62,2026-05-02 01:31:39.380746,2.3753,LOW_BATTERY,20,1.013
