reading_id,device_id,timestamp,consumption,status,temp,pressure
372cb9a8-7b87-485b-a71f-ba6593030f93,05866d4c-d5e0-4cf4-aef5-a97f59d63428,2026-05-05 11:11:16.477991,0.8774,LOW_BATTERY,20,1.013
3691ec8d-fef1-4da5-8564-8e81bde4835a,beac2fb2-1d5f-458f-8f10-99ed4b95ab34,2026-05-04 10:30:40.352864,1.7514,OK,20,1.013
88f50f6b-28ce-436e-8fc9-87b10976d9e3,732a6f76-6918-48a8-a736-5b8947e8c6cb,2026-05-01 09:42:41.161019,3.6002,LOW_BATTERY,20,1.013
03804a5f-e171-4540-949d-fbfea25e5c53,bd7ed48d-c4bd-4ab2-af06-bd3c2dc14c04,2026-05-08 12:25:04.732694,4.1776,LOW_BATTERY,20,1.013
4678bc58-1362-4787-b4be-719c32518430,f82294e5-1b4f-4c3e-bbd3-ec9a381848a3,2026-05-08 07:05:43.225953,3.5473,SIGNAL_LOSS,20,1.013
fac68aa7-33d7-4689-a581-aafd08d11bb1,26fe2410-57db-41b6-aedc-2793ea1818d1,2026-05-01 17:16:45.076807,3.8848,LOW_BATTERY,20,1.013
f8088901-a4a2-4ffa-8df0-2724ebb456e1,ed72dfd7-922b-452f-a4fe-a283bc208410,2026-05-01 19:01:40.251360,0.3714,SIGNAL_LOSS,20,1.013
0b869201-12a3-4bf1-8bb2-c628d0d77fd9,bbeb2664-a3fe-47b9-9da7-bdb77df10568,2026-05-03 19:25:09.826597,4.9551,SIGNAL_LOSS,20,1.013
dbc680f3-757f-4ac8-8d38-5bff00204b53,8818e3e1-ca42-4e2e-9b29-dc094572261f,2026-05-07 14:17:26.769208,3.7229,OK,20,1.013
165cc767-49a7-4a70-a52e-dcc5ca34b742,71120ee6-6ee5-4f37-b234-86f1f4240bec,2026-05-09 16:43:30.762907,2.059,OK,20,1.013
c8a9ec36-562c-4a71-8e7d-3b004e45a0ec,ab4de2a8-3255-45f4-981f-909f70450107,2026-05-02 16:11:14.154650,3.9943,SIGNAL_LOSS,20,1.013
da2341b8-f790-4c2c-97f8-60ec8fcd248d,78d28cae-a011-488e-b8b7-7da623f74835,2026-05-09 15:49:06.412957,0.8863,LOW_BATTERY,20,1.013
9be33448-a616-4d41-84d0-84a5afa4c4bd,a8adb7f0-738b-4867-8158-48d9741aac3f,2026-05-01 00:08:59.726110,4.7123,SIGNAL_LOSS,20,1.013
f296262f-3511-4111-ac2a-2aeb34789018,37b6d17f-4726-4bc0-9343-97e87fe00c30,2026-05-06 22:33:56.956860,4.1916,OK,20,1.013
4c8276ff-39a0-4006-ac11-4e74f5494544,e1b8c05b-ad3c-4a3e-8820-70d7756c2e52,2026-05-04 09:17:52.816698,1.7975,LOW_BATTERY,20,1.013
b3b85934-1cbc-4847-a578-c49a0d04e057,fd93310f-1284-47ed-b110-86a23f62df4b,2026-05-06 14:42:14.934236,1.6191,OK,20,1.013
b3e86504-5b6c-4009-8ec0-a6540896c626,4008f503-8665-4728-82b7-b7666ec0f5b1,2026-05-10 08:46:10.269107,0.1564,LOW_BATTERY,20,1.013
33b89cf6-5e50-4430-ab47-a26db867997b,9f43c417-ff61-4feb-b6b5-a9b6eb25fa56,2026-05-10 03:57:00.839986,1.2,SIGNAL_LOSS,20,1.013
32a3581a-af46-470d-b93e-471101f7e94f,2da5cee7-46de-41c2-8b1f-4ec2977e68ef,2026-05-06 19:49:28.933758,4.8924,LOW_BATTERY,20,1.013
41a45dd5-87e2-45e8-a443-53a8e0dd7bc3,732a6f76-6918-48a8-a736-5b8947e8c6cb,2026-05-02 12:06:45.203196,3.013,LOW_BATTERY,20,1.013
432af2f4-5dc7-430c-ad1b-e47f886d8c2b,bd7ed48d-c4bd-4ab2-af06-bd3c2dc14c04,2026-05-07 23:43:25.459557,2.9913,LOW_BATTERY,20,1.013
1ed47e5d-546f-4b49-a0c0-b62d2d7d867a,cfcebb79-eecf-4fa1-8053-ec6d0afe6f35,2026-05-05 13:33:57.656213,0.8878,OK,20,1.013
13a82c45-7c88-4649-adaf-2c71ff0fe1a4,bde90262-4cc9-4857-96f8-6a04afcdf0b8,2026-05-06 11:13:00.199579,4.999,OK,20,1.013
6a75e312-e0c5-44e5-850c-96cac06ad454,bde90262-4cc9-4857-96f8-6a04afcdf0b8,2026-05-09 12:25:48.126370,1.4375,SIGNAL_LOSS,20,1.013
cd453525-5130-4feb-9eb9-f02cde4cf4f6,814729c8-c9a7-41bb-be92-665f5afde114,2026-05-07 06:30:24.403461,3.5722,LOW_BATTERY,20,1.013
3bab6f4b-c46e-4f32-985e-51a4e1db80e3,36e6b39a-50a3-4baa-ab64-bcf2473e8922,2026-05-08 13:00:49.748521,2.9136,LOW_BATTERY,20,1.013
5903e097-16bb-46af-95b0-4491816dab9e,7be08b96-a767-4d32-98fd-b836f6340b39,2026-05-09 01:20:46.128936,4.5008,OK,20,1.013
f78d839b-e6e4-4241-a1f8-10c24f47592b,1c91e7a7-62af-4cf5-946d-f1fba0d0f9b2,2026-05-07 11:56:02.491470,1.5724,LOW_BATTERY,20,1.013
7335fd80-6347-4787-a0c7-21d0ca8aeee7,42b3d91b-c7ec-4c8c-92c1-a653847f1f35,2026-05-04 12:34:38.251728,3.054,OK,20,1.013
fb9fa321-7d1a-47fb-a4ae-d0bed78ca789,6667f5ee-1e34-4871-9604-c38e76e010ff,2026-05-10 11:32:38.450711,4.9833,SIGNAL_LOSS,20,1.013
2ee67af0-82e6-4724-af4b-ef7955672ef7,e1b8c05b-ad3c-4a3e-8820-70d7756c2e52,2026-05-01 15:31:31.330395,3.1919,OK,20,1.013
11cae4b7-84c2-4f50-a4ae-7535669b93e3,c7dc5ec4-9ba2-492d-bd24-c4222107a69f,2026-05-08 04:18:04.896038,2.3776,SIGNAL_LOSS,20,1.013
a21f4745-17de-4389-9d02-5cc1a56e82c9,6f592c4a-6330-4f14-8e04-1fbcc592dfd9,2026-05-07 13:36:29.062394,2.5173,LOW_BATTERY,20,1.013
397776e2-bc10-4984-99e2-4d3f527ff6df,7b2754b2-88b8-4415-b231-22496d4e4dd4,2026-05-06 07:57:43.691646,4.1942,LOW_BATTERY,20,1.013
cf2d65b5-4034-4724-809b-1e1c26f4b8f2,a2aba3e6-e20c-47f8-a7e4-5d9383bf3aeb,2026-05-05 07:32:25.036572,3.6219,LOW_BATTERY,20,1.013
946c53f3-a3c7-4420-a9dc-facb20b1131d,bae4aac7-df8f-4b70-bb59-dadf0ca0e315,2026-05-08 09:50:19.573995,4.1084,LOW_BATTERY,20,1.013
1367a057-6c0a-4763-ae83-95e85fdb550f,a1b28660-4605-478c-b6b2-91a274ea9648,2026-05-05 20:07:35.160465,2.185,OK,20,1.013
709f3adf-cf13-40bb-95cb-9b7d658c0a7e,12550c98-586d-44db-bccc-afadacc2386f,2026-05-02 18:20:35.615438,0.9681,SIGNAL_LOSS,20,1.013
f704b40c-99c4-498b-8d0a-8325ac5a2980,1320281d-54f7-4c77-b269-c63cc1678a76,2026-05-02 13:51:58.038159,0.3976,SIGNAL_LOSS,20,1.013
79af39dd-c103-4b06-abd5-745d728959a6,bf0ba93c-e1f1-41c5-bddc-ad28b8c6b61c,2026-05-05 08:51:29.547503,2.9385,OK,20,1.013
2a7b0ddd-67ad-44a6-ad84-cf34a39cc697,fab8a359-fe2a-468a-ad3d-0ce5fca16820,2026-05-03 23:25:55.971779,3.5529,SIGNAL_LOSS,20,1.013
c8d85aa3-652b-4c11-a1a7-6dd16716725a,823a6e1b-a7ff-46cb-822f-148df904251b,2026-05-09 06:06:49.324043,4.6102,SIGNAL_LOSS,20,1.013
45022893-4921-4bdb-91b7-f8e90d4f0ff3,e1b8c05b-ad3c-4a3e-8820-70d7756c2e52,2026-05-02 04:48:03.088230,3.6855,SIGNAL_LOSS,20,1.013
1ea5ed1e-8dc8-467a-b492-d437586531d9,f1744cfa-b509-4488-beda-15ceaac616da,2026-05-08 13:10:49.995821,2.4652,SIGNAL_LOSS,20,1.013
71238322-7736-4a4b-9255-a4e774a75662,78d28cae-a011-488e-b8b7-7da623f74835,2026-05-09 22:16:16.811574,4.1459,LOW_BATTERY,20,1.013
01389ed3-3117-45b1-a3c1-0c5d0666f4ca,bae4aac7-df8f-4b70-bb59-dadf0ca0e315,2026-05-06 08:35:34.933061,0.9916,OK,20,1.013
3929da1c-9f51-4e02-a187-6cd88798eb1a,bbeb2664-a3fe-47b9-9da7-bdb77df10568,2026-05-06 04:40:57.949507,0.5463,SIGNAL_LOSS,20,1.013
ae21ad6b-eb6d-4871-a8f5-71f06b5e2511,82b3ffa5-861d-4e16-97e3-74e4e3d881df,2026-05-05 05:48:13.444750,3.0553,OK,20,1.013
dbf92105-d778-4efd-a488-ac93bbd77893,4e54004b-4f39-466e-9b93-a5964e57b811,2026-05-07 17:02:34.879064,3.3646,LOW_BATTERY,20,1.013
9909ab1d-fdce-40de-91e0-e67bed08c6c4,6667f5ee-1e34-4871-9604-c38e76e010ff,2026-05-04 16:27:09.167049,0.3071,LOW_BATTERY,20,1.013
33a351f1-1a7b-4b71-8ed6-171408fa1062,8818e3e1-ca42-4e2e-9b29-dc094572261f,2026-05-06 14:07:19.162076,3.1944,LOW_BATTERY,20,1.013
43afbf2d-3a1d-460c-82f2-eb76a6b23ec5,23614e23-89ee-417e-ae70-afabefa6e0e7,2026-05-09 16:38:36.694835,1.6988,SIGNAL_LOSS,20,1.013
686b56e7-01df-4c78-b934-ce0f0df776ae,84bbfe6d-0d8a-438c-a820-0e5c38c17ade,2026-05-02 18:22:14.525613,1.2016,OK,20,1.013
db633022-914a-4974-b67e-ad45fa146563,fd93310f-1284-47ed-b110-86a23f62df4b,2026-05-05 13:31:14.463178,4.3075,SIGNAL_LOSS,20,1.013
01bac3d8-bb45-491c-89c9-50f4bb1b4743,fab8a359-fe2a-468a-ad3d-0ce5fca16820,2026-05-02 04:33:23.238219,2.8719,LOW_BATTERY,20,1.013
25c5286d-6ab6-476b-83da-56ae89c0f9d5,7c1eb9d3-585f-4545-af43-642ab879ec03,2026-05-07 01:54:54.195676,2.3689,SIGNAL_LOSS,20,1.013
92a8d311-0d95-4b2c-9625-d6f08f9cfa21,1068ad26-fbbd-4c6c-a630-ddaa2ab09ab7,2026-05-05 00:33:47.542916,3.4655,OK,20,1.013
